INN;Name;site1;site2;site_list_org;orgname_keywords;orgname_keywords2;addr_keywords;site1_rates;site2_rates;site3_rates;site1_tot;site2_tot;site3_tot;site1_adr;site2_adr;site3_adr;site1_ul;site2_ul;site3_ul
1433015048;"АО ""Вилюйская ГЭС-3""";shpp.ru;shpp.ru;0;['ВИЛЮЙСКАЯ', 'ГЭС-3'];[];['УЛУС', 'СВЕТЛЫЙ', 'ВОРОПАЯ'];[26, 0, 1, 0];[];[];27;0;0;1;0;0;0;0;0
7714974474;"ООО ""РЭК.""";ooo-rec.ru;ooo-rec.ru;0;['РЭК.'];['РИТЕЙЛ', 'ЭНЕРГО', 'КОНСАЛТ'];['САРАТОВСКАЯ', 'САРАТОВ', 'ШЕЛКОВИЧНАЯ'];[5, 0, 0, 0];[];[];5;0;0;0;0;0;0;0;0
273914980;"ООО ""ЭСКБ-Развитие""";razv.bashesk.ru;razv.bashesk.ru;0;['ЭСКБ-РАЗВИТИЕ'];[];['БАШКОРТОСТАН', 'УФА', 'ЧЕРНИКОВСКАЯ'];[];[];[];0;0;0;0;0;0;0;0;0
9709006506;"ООО ""МТС ЭНЕРГО""";mts-energo.ru;mts-energo.ru;0;['МТС', 'ЭНЕРГО'];[];['МОСКВА'];[0, 0, 0, 0];[];[];0;0;0;0;0;0;0;0;0
7453313477;"ООО ""Уралэнергосбыт""";uralsbyt.ru;uralsbyt.ru;0;['УРАЛЭНЕРГОСБЫТ'];['УРАЛЬСКАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['ЧЕЛЯБИНСКАЯ', 'ЧЕЛЯБИНСК', 'ЛЕНИНА'];[8, 1, 4, 1];[];[];14;0;0;4;0;0;1;0;0
3109004440;"ООО ""Мираторг-Энерго""";miratorg.ru;ooo-miratorg-energo/;0;['МИРАТОРГ-ЭНЕРГО'];[];['БЕЛГОРОДСКАЯ', 'ИВНЯ', 'ШОССЕЙНАЯ'];[1, 0, 1, 0];[8, 0, 2, 0];[];2;10;0;1;2;0;0;0;0
2334024237;"ООО ""Южная энергосбытовая компания""";kubanusk.ru;;0;['ЮЖНАЯ', 'ЭНЕРГОСБЫТОВАЯ'];[];['КРАСНОДАРСКИЙ', 'КАНЕВСКОЙ', 'КАНЕВСКАЯ', 'РОСТОВСКАЯ'];[14, 0, 0, 0];[];[];14;0;0;0;0;0;0;0;0
2308259377;"ООО ""НЭК""";nek2000.ru;nek.ru;0;['НЭК'];['НОВАЯ', 'ЭНЕРГЕТИЧЕСКАЯ'];['КРАСНОДАРСКИЙ', 'КРАСНОДАР', 'РАШПИЛЕВСКАЯ'];[6, 0, 0, 0];[6, 1, 0, 0];[];6;7;0;0;0;0;0;0;0
7703471447;"ООО ""Новая энергия""";gen-newenergy.ru;nskenergo.ru;0;['НОВАЯ', 'ЭНЕРГИЯ'];[];['МОСКВА', 'ПРЕСНЕНСКАЯ'];[18, 0, 3, 0];[12, 0, 0, 0];[];21;12;0;3;0;0;0;0;0
7725567512;"ООО ""МСК Энерго""";msk-energo.ru;;0;['МСК', 'ЭНЕРГО'];[];['МОСКВА', 'РАМЕНКИ'];[23, 0, 5, 2];[];[];30;0;0;5;0;0;2;0;0
7708341064;"ООО ""ЭнергоПрофит""";enprofit.ru;energo-profit.com;0;['ЭНЕРГОПРОФИТ'];[];['МОСКВА', 'МИЛЮТИНСКИЙ'];[9, 0, 0, 0];[11, 0, 1, 0];[];9;12;0;0;1;0;0;0;0
7449070380;"ООО ""Перспектива""";promo.anapolisdom.ru;перспектива компания;0;['ПЕРСПЕКТИВА'];[];['ЧЕЛЯБИНСКАЯ', 'ЧЕЛЯБИНСК', 'ПОБЕДЫ'];[0, 0, 0, 0];[0, 0, 0, 0];[];0;0;0;0;0;0;0;0;0
1701041247;"АО ""Кызылская ТЭЦ""";kyzyl-tec.ru;sibgenco.ru;0;['КЫЗЫЛСКАЯ', 'ТЭЦ'];[];['КЫЗЫЛ', 'КОЛХОЗНАЯ'];[17, 0, 10, 1];[1, 0, 0, 0];[];28;1;0;10;0;0;1;0;0
6704000505;"ПАО ""Дорогобуж""";acron.ru;the-geography-of-business/dorogobuzh/;0;['ДОРОГОБУЖ'];[];['СМОЛЕНСКАЯ', 'ДОРОГОБУЖСКИЙ', 'ВЕРХНЕДНЕПРОВСКИЙ'];[];[];[];0;0;0;0;0;0;0;0;0
5503248039;"ООО ""ОЭК""";uneco.ru;omesc.ru;0;['ОЭК'];['ОМСКАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['ОМСКАЯ', 'ОМСК', 'ПАРТИЗАНСКАЯ'];[10, 0, 0, 0];[5, 6, 10, 0];[];10;21;0;0;10;0;0;0;0
6950003956;"АО ""МЭС""";mures.ru;mures.ru;0;['МЭС'];['МЕЖРЕГИОНЭНЕРГОСБЫТ'];['ТВЕРСКАЯ', 'ТВЕРЬ', 'НОВГОРОДА'];[5, 0, 0, 0];[];[];5;0;0;0;0;0;0;0;0
3435701575;"ООО ""Овощевод""";botanika-only.ru;botanika-only.ru;http://ovoshevod.org.ru;['ОВОЩЕВОД'];[];['ВОЛГОГРАДСКАЯ', 'ВОЛЖСКИЙ', 'АЛЕКСАНДРОВА'];[3, 0, 5, 1];[];[];9;0;0;5;0;0;1;0;0
1324002296;"ООО ""РегионЭлектроСбыт""";res-elektro.ru;res-elektro.ru;0;['РЕГИОНЭЛЕКТРОСБЫТ'];['ЭЛЕКТРОСБЫТОВАЯ', 'РЕГИОНОВ'];['МОРДОВИЯ', 'САРАНСК', 'БОЛЬШЕВИСТСКАЯ'];[5, 0, 0, 0];[];[];5;0;0;0;0;0;0;0;0
2311161607;"ООО ""КНГК-Энерго""";kngk-energo.ru;;0;['КНГК-ЭНЕРГО'];[];['КРАСНОДАРСКИЙ', 'КРАСНОДАР'];[9, 0, 1, 1];[];[];11;0;0;1;0;0;1;0;0
